0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
